train_loss_step,train_task_loss_step,train_concept_loss_step,epoch,step,val_loss,val_task_loss,train_loss_epoch,train_task_loss_epoch,train_concept_loss_epoch
,,,13,223,,,3.7440929412841797,3.3793818950653076,0.36471104621887207
2.3479163646698,1.9866931438446045,0.3612231910228729,14,229,,,,,
0.21866555511951447,0.0003209114074707031,0.21834464371204376,14,239,,,,,
,,,14,239,20.171052932739258,20.107391357421875,,,
,,,14,239,,,2.842367649078369,2.4989922046661377,0.3433755040168762
6.584664821624756,6.151577949523926,0.4330867528915405,15,249,,,,,
,,,15,255,11.491785049438477,11.425429344177246,,,
,,,15,255,,,4.781300067901611,4.45571231842041,0.32558852434158325
2.102008104324341,1.8477674722671509,0.25424066185951233,16,259,,,,,
2.997025728225708,2.6787476539611816,0.318278044462204,16,269,,,,,
,,,16,271,9.513026237487793,9.445969581604004,,,
,,,16,271,,,6.345871925354004,5.970924377441406,0.3749476373195648
2.2518677711486816,1.8771367073059082,0.3747309446334839,17,279,,,,,
,,,17,287,18.08572006225586,17.979137420654297,,,
,,,17,287,,,2.6544559001922607,2.275578260421753,0.3788779377937317
5.328293800354004,4.967503547668457,0.36079031229019165,18,289,,,,,
3.554499626159668,3.170999050140381,0.3835005462169647,18,299,,,,,
,,,18,303,18.03255844116211,17.923938751220703,,,
,,,18,303,,,3.317361831665039,2.9331727027893066,0.38418909907341003
3.142488718032837,2.730602502822876,0.41188621520996094,19,309,,,,,
0.47388845682144165,0.001296917675063014,0.4725915491580963,19,319,,,,,
,,,19,319,19.08501434326172,18.972936630249023,,,
,,,19,319,,,2.6303486824035645,2.2900445461273193,0.3403041362762451
0.7656580209732056,0.38364046812057495,0.382017582654953,20,329,,,,,
,,,20,335,16.203214645385742,16.115270614624023,,,
,,,20,335,,,1.4035755395889282,1.0801581144332886,0.32341742515563965
0.7324521541595459,0.4475840628147125,0.28486812114715576,21,339,,,,,
5.095560550689697,4.689544200897217,0.4060162603855133,21,349,,,,,
,,,21,351,11.62469482421875,11.543190956115723,,,
,,,21,351,,,2.7328097820281982,2.4341177940368652,0.2986918091773987
14.934316635131836,14.614039421081543,0.32027748227119446,22,359,,,,,
,,,22,367,43.42034149169922,43.31645965576172,,,
,,,22,367,,,3.135037899017334,2.7609758377075195,0.3740620017051697
4.68079948425293,4.248066425323486,0.43273305892944336,23,369,,,,,
0.6795560121536255,0.4115946888923645,0.2679612934589386,23,379,,,,,
,,,23,383,85.70919799804688,85.61771392822266,,,
,,,23,383,,,2.0388827323913574,1.7057310342788696,0.33315160870552063
0.3512185513973236,6.15694370935671e-05,0.35115697979927063,24,389,,,,,
3.9810991287231445,3.73429274559021,0.2468062788248062,24,399,,,,,
,,,24,399,37.0482292175293,36.95909881591797,,,
,,,24,399,,,1.9931999444961548,1.662834882736206,0.3303651809692383
0.3277697265148163,0.0,0.3277697265148163,25,409,,,,,
,,,25,415,121.74116516113281,119.85681915283203,,,
,,,25,415,,,10.2837553024292,9.81296443939209,0.4707919657230377
7.1845879554748535,5.551495552062988,1.6330922842025757,26,419,,,,,
2.270987033843994,0.0,2.270987033843994,26,429,,,,,
,,,26,431,38.223514556884766,38.085540771484375,,,
,,,26,431,,,20.48023796081543,18.543184280395508,1.937053918838501
14.29818344116211,12.50385856628418,1.7943246364593506,27,439,,,,,
,,,27,447,50.99739074707031,50.020530700683594,,,
,,,27,447,,,10.451254844665527,8.473915100097656,1.9773412942886353
14.828590393066406,12.479246139526367,2.349343776702881,28,449,,,,,
8.535656929016113,6.151026248931885,2.3846309185028076,28,459,,,,,
,,,28,463,34.21953201293945,33.18808364868164,,,
,,,28,463,,,16.55592918395996,14.125446319580078,2.430482864379883
1.3998198509216309,0.0,1.3998198509216309,29,469,,,,,
2.543926954269409,0.0,2.543926954269409,29,479,,,,,
,,,29,479,426.2886047363281,424.6488037109375,,,
,,,29,479,,,334.1031799316406,332.4620666503906,1.6411235332489014
22.741762161254883,17.647632598876953,5.094130039215088,30,489,,,,,
,,,30,495,52.52509689331055,47.82369613647461,,,
,,,30,495,,,69.89727783203125,64.33677673339844,5.560504913330078
53.97362518310547,45.27769470214844,8.695931434631348,31,499,,,,,
65.52796173095703,41.63578796386719,23.892173767089844,31,509,,,,,
,,,31,511,41.194583892822266,32.8898811340332,,,
,,,31,511,,,124.13998413085938,110.24581146240234,13.894164085388184
91.3466796875,67.75304412841797,23.593637466430664,32,519,,,,,
,,,32,527,82.54154205322266,81.18950653076172,,,
,,,32,527,,,54.34019470214844,38.50019073486328,15.840007781982422
80.22088623046875,66.43814086914062,13.782745361328125,33,529,,,,,
26.825698852539062,10.561820030212402,16.263877868652344,33,539,,,,,
,,,33,543,49.62089920043945,43.01192855834961,,,
,,,33,543,,,55.322021484375,40.07366943359375,15.24835205078125
50.19441223144531,35.023704528808594,15.170706748962402,34,549,,,,,
12.386627197265625,0.0,12.386627197265625,34,559,,,,,
,,,34,559,37.021018981933594,29.870943069458008,,,
,,,34,559,,,45.597686767578125,31.082250595092773,14.515436172485352
97.57267761230469,81.32498931884766,16.2476863861084,35,569,,,,,
,,,35,575,212.93951416015625,198.3104248046875,,,
,,,35,575,,,68.11705017089844,49.96373748779297,18.15331268310547
37.76951599121094,18.297576904296875,19.471939086914062,36,579,,,,,
191.12600708007812,175.7215118408203,15.404488563537598,36,589,,,,,
,,,36,591,86.0068588256836,72.9853744506836,,,
,,,36,591,,,61.836158752441406,45.97747802734375,15.858680725097656
34.0117073059082,15.080140113830566,18.931568145751953,37,599,,,,,
,,,37,607,32.228004455566406,18.712751388549805,,,
,,,37,607,,,55.1441535949707,37.41304397583008,17.731117248535156
30.56513023376465,13.807401657104492,16.757728576660156,38,609,,,,,
42.69192886352539,29.260509490966797,13.43142032623291,38,619,,,,,
,,,38,623,47.76876449584961,37.43092727661133,,,
,,,38,623,,,51.64702224731445,36.997432708740234,14.64958381652832
36.584896087646484,22.435298919677734,14.14959716796875,39,629,,,,,
11.971526145935059,0.0,11.971526145935059,39,639,,,,,
,,,39,639,43.696773529052734,41.027076721191406,,,
,,,39,639,,,36.54979705810547,21.681665420532227,14.868130683898926
32.99742126464844,23.078887939453125,9.918532371520996,40,649,,,,,
,,,40,655,35.24531173706055,30.080228805541992,,,
,,,40,655,,,56.4285774230957,46.814918518066406,9.613656044006348
35.34808349609375,25.989009857177734,9.359071731567383,41,659,,,,,
52.33855438232422,35.57456588745117,16.763988494873047,41,669,,,,,
,,,41,671,254.23599243164062,242.33074951171875,,,
,,,41,671,,,90.53186798095703,79.6571044921875,10.874761581420898
186.80081176757812,128.80264282226562,57.998165130615234,42,679,,,,,
,,,42,687,367.60614013671875,321.61395263671875,,,
,,,42,687,,,172.3692626953125,120.34017181396484,52.029083251953125
84.18682861328125,22.456249237060547,61.73057556152344,43,689,,,,,
81.74397277832031,52.46257400512695,29.281402587890625,43,699,,,,,
,,,43,703,199.97711181640625,182.0547637939453,,,
,,,43,703,,,159.12457275390625,111.57862091064453,47.54595184326172
27.543182373046875,6.269278526306152,21.27390480041504,44,709,,,,,
14.52380657196045,0.0,14.52380657196045,44,719,,,,,
,,,44,719,1259.3984375,1254.930908203125,,,
,,,44,719,,,49.59263229370117,30.297496795654297,19.29513931274414
29.64099884033203,7.573050498962402,22.067947387695312,45,729,,,,,
,,,45,735,429.7726135253906,420.1982116699219,,,
,,,45,735,,,69.65069580078125,50.135902404785156,19.514793395996094
35.275760650634766,8.118468284606934,27.157291412353516,46,739,,,,,
125.54702758789062,93.77093505859375,31.776094436645508,46,749,,,,,
,,,46,751,663.8192749023438,649.216552734375,,,
,,,46,751,,,138.31478881835938,110.91194152832031,27.402860641479492
71.6285400390625,23.269786834716797,48.3587532043457,47,759,,,,,
,,,47,767,398.812255859375,365.88836669921875,,,
,,,47,767,,,315.2872314453125,275.86187744140625,39.42534255981445
114.40662384033203,62.67707824707031,51.72954559326172,48,769,,,,,
217.51080322265625,161.64825439453125,55.862548828125,48,779,,,,,
,,,48,783,823.1890869140625,795.5049438476562,,,
,,,48,783,,,139.36329650878906,92.33011627197266,47.033172607421875
342.2123718261719,269.9019775390625,72.3104019165039,49,789,,,,,
345.0049133300781,302.08135986328125,42.92356491088867,49,799,,,,,
,,,49,799,213.58815002441406,166.5563507080078,,,
,,,49,799,,,237.64122009277344,183.58209228515625,54.0590934753418
100.18650817871094,64.48053741455078,35.70596694946289,50,809,,,,,
,,,50,815,270.3321838378906,239.30421447753906,,,
,,,50,815,,,1311.0439453125,1259.04052734375,52.003639221191406
99.1222915649414,33.33598327636719,65.78630828857422,51,819,,,,,
295.4931640625,179.08544921875,116.40770721435547,51,829,,,,,
,,,51,831,615.4562377929688,528.7385864257812,,,
,,,51,831,,,503.1670227050781,424.0645446777344,79.10250854492188
797.17626953125,671.0723876953125,126.10386657714844,52,839,,,,,
,,,52,847,620.3418579101562,470.4200439453125,,,
,,,52,847,,,983.0798950195312,864.6679077148438,118.41202545166016
549.822509765625,338.492431640625,211.33010864257812,53,849,,,,,
261.8547668457031,79.62541961669922,182.22933959960938,53,859,,,,,
,,,53,863,427.60906982421875,325.086181640625,,,
,,,53,863,,,482.3167724609375,307.561279296875,174.75546264648438
287.2332458496094,204.0103759765625,83.22286224365234,54,869,,,,,
1065.4219970703125,985.443115234375,79.97886657714844,54,879,,,,,
,,,54,879,935.0328979492188,839.1852416992188,,,
,,,54,879,,,2761.15380859375,2667.2265625,93.9271469116211
1157.05810546875,1020.2811279296875,136.77703857421875,55,889,,,,,
,,,55,895,1328.4442138671875,1079.0474853515625,,,
,,,55,895,,,836.3704833984375,675.0376586914062,161.3328857421875
782.3990478515625,501.02001953125,281.3789978027344,56,899,,,,,
870.3927001953125,662.2845458984375,208.10812377929688,56,909,,,,,
,,,56,911,1052.60791015625,836.3544311523438,,,
,,,56,911,,,1079.5970458984375,819.6416625976562,259.9555358886719
2132.59326171875,1833.5274658203125,299.0658874511719,57,919,,,,,
,,,57,927,498.6147766113281,184.72857666015625,,,
,,,57,927,,,2100.31494140625,1779.2327880859375,321.08209228515625
965.5262451171875,519.0916748046875,446.4345703125,58,929,,,,,
1074.648193359375,665.2368774414062,409.4112854003906,58,939,,,,,
,,,58,943,441.3328857421875,99.17902374267578,,,
,,,58,943,,,1546.4246826171875,1112.38916015625,434.0354309082031
657.6685791015625,293.8708801269531,363.7977294921875,59,949,,,,,
1784.2623291015625,1611.7659912109375,172.49632263183594,59,959,,,,,
,,,59,959,3369.33740234375,3157.218505859375,,,
,,,59,959,,,1218.279541015625,887.7024536132812,330.5771789550781
1077.096435546875,738.3634033203125,338.73309326171875,60,969,,,,,
,,,60,975,5012.74267578125,4812.25146484375,,,
,,,60,975,,,4441.88671875,4146.50146484375,295.38470458984375
4407.4931640625,4015.869140625,391.624267578125,61,979,,,,,
1090.316650390625,835.191162109375,255.12547302246094,61,989,,,,,
,,,61,991,395.77679443359375,294.71795654296875,,,
,,,61,991,,,1690.5545654296875,1351.013427734375,339.5411376953125
1119.3037109375,863.6680908203125,255.63565063476562,62,999,,,,,
,,,62,1007,452.5768737792969,408.3553161621094,,,
,,,62,1007,,,2512.487548828125,2241.028564453125,271.4588623046875
4030.265380859375,3825.22216796875,205.04319763183594,63,1009,,,,,
1196.5791015625,851.3313598632812,345.24774169921875,63,1019,,,,,
,,,63,1023,1593.2403564453125,1316.5902099609375,,,
,,,63,1023,,,1702.9249267578125,1442.06396484375,260.8612060546875
1025.7584228515625,630.9146728515625,394.84375,64,1029,,,,,
400.7742004394531,97.22905731201172,303.5451354980469,64,1039,,,,,
,,,64,1039,791.13232421875,509.81219482421875,,,
,,,64,1039,,,1491.37451171875,1108.4007568359375,382.97369384765625
1286.673583984375,899.5521240234375,387.12152099609375,65,1049,,,,,
,,,65,1055,634.7904052734375,374.4796447753906,,,
,,,65,1055,,,976.51220703125,571.001953125,405.51031494140625
1935.037109375,1597.4185791015625,337.61859130859375,66,1059,,,,,
480.9615478515625,213.75877380371094,267.2027587890625,66,1069,,,,,
,,,66,1071,1756.1602783203125,1511.27490234375,,,
,,,66,1071,,,1187.5562744140625,875.6651611328125,311.8912048339844
895.479248046875,415.9870910644531,479.4921569824219,67,1079,,,,,
,,,67,1087,963.86181640625,493.3946533203125,,,
,,,67,1087,,,1378.43212890625,929.5588989257812,448.8729248046875
1478.0419921875,883.947265625,594.0947265625,68,1089,,,,,
1228.46533203125,721.2808837890625,507.1844482421875,68,1099,,,,,
,,,68,1103,431.002197265625,115.87175750732422,,,
,,,68,1103,,,1010.1922607421875,526.1490478515625,484.0433349609375
1882.0252685546875,1432.3516845703125,449.6735534667969,69,1109,,,,,
2017.823486328125,1586.3212890625,431.502197265625,69,1119,,,,,
,,,69,1119,830.5134887695312,432.6513366699219,,,
,,,69,1119,,,2844.16162109375,2382.302978515625,461.858154296875
1605.8565673828125,1158.03076171875,447.8257751464844,70,1129,,,,,
,,,70,1135,1494.57470703125,1289.4390869140625,,,
,,,70,1135,,,2269.260009765625,1808.838623046875,460.4212341308594
1759.27197265625,1539.3909912109375,219.8809356689453,71,1139,,,,,
735.1168823242188,532.7517700195312,202.36512756347656,71,1149,,,,,
,,,71,1151,1888.8570556640625,1807.5389404296875,,,
,,,71,1151,,,3438.821533203125,3204.920166015625,233.901123046875
1343.3123779296875,917.9627685546875,425.349609375,72,1159,,,,,
,,,72,1167,533.6366577148438,279.257080078125,,,
,,,72,1167,,,1335.9205322265625,1021.0697021484375,314.85076904296875
965.27587890625,582.2227783203125,383.0531311035156,73,1169,,,,,
819.7572021484375,299.5902099609375,520.1669921875,73,1179,,,,,
,,,73,1183,812.439697265625,366.5592041015625,,,
,,,73,1183,,,1122.4056396484375,678.7807006835938,443.6248474121094
1144.3143310546875,612.8194580078125,531.494873046875,74,1189,,,,,
397.66424560546875,0.0,397.66424560546875,74,1199,,,,,
,,,74,1199,605.7362670898438,217.45230102539062,,,
,,,74,1199,,,2568.80810546875,2079.50048828125,489.3077697753906
1104.9359130859375,712.64794921875,392.2879638671875,75,1209,,,,,
,,,75,1215,429.0035400390625,167.00518798828125,,,
,,,75,1215,,,983.5009765625,596.3344116210938,387.16656494140625
808.386474609375,511.56201171875,296.8244934082031,76,1219,,,,,
737.5371704101562,420.38348388671875,317.1536865234375,76,1229,,,,,
,,,76,1231,388.9029235839844,188.42459106445312,,,
,,,76,1231,,,800.401611328125,512.2242431640625,288.1773986816406
1004.9046630859375,717.009521484375,287.8951721191406,77,1239,,,,,
,,,77,1247,609.7531127929688,312.64324951171875,,,
,,,77,1247,,,2753.121337890625,2436.9892578125,316.13201904296875
664.18017578125,248.8651580810547,415.3150329589844,78,1249,,,,,
1495.359375,1037.665771484375,457.6936340332031,78,1259,,,,,
,,,78,1263,1089.8304443359375,643.805419921875,,,
,,,78,1263,,,1012.121826171875,587.1550903320312,424.96673583984375
1138.317138671875,567.6427001953125,570.6744384765625,79,1269,,,,,
572.1220092773438,0.0,572.1220092773438,79,1279,,,,,
,,,79,1279,5202.49560546875,4481.61669921875,,,
,,,79,1279,,,1250.158447265625,602.365234375,647.7931518554688
3354.44677734375,2439.565673828125,914.8809814453125,80,1289,,,,,
,,,80,1295,1229.4766845703125,356.5626525878906,,,
,,,80,1295,,,2283.679443359375,1412.7254638671875,870.954345703125
1503.5928955078125,562.6840209960938,940.9088745117188,81,1299,,,,,
1542.692138671875,665.5162353515625,877.1759643554688,81,1309,,,,,
,,,81,1311,863.079833984375,111.64570617675781,,,
,,,81,1311,,,1511.8599853515625,596.9730834960938,914.8871459960938
1254.259521484375,462.02105712890625,792.2384033203125,82,1319,,,,,
,,,82,1327,1225.2799072265625,787.6454467773438,,,
,,,82,1327,,,1156.141845703125,390.84521484375,765.296630859375
1571.079345703125,898.7360229492188,672.3433227539062,83,1329,,,,,
1812.759033203125,1154.9383544921875,657.8206787109375,83,1339,,,,,
,,,83,1343,1114.86572265625,586.5321044921875,,,
,,,83,1343,,,3939.265869140625,3262.793212890625,676.4724731445312
1799.557373046875,938.4974975585938,861.0599365234375,84,1349,,,,,
912.24560546875,0.0,912.24560546875,84,1359,,,,,
,,,84,1359,1276.2919921875,470.6325378417969,,,
,,,84,1359,,,1932.435546875,1007.7620849609375,924.6734008789062
2013.606689453125,873.2781982421875,1140.3284912109375,85,1369,,,,,
,,,85,1375,2073.51904296875,1154.2366943359375,,,
,,,85,1375,,,2218.634033203125,1007.8568725585938,1210.7769775390625
1833.5865478515625,686.9398193359375,1146.646728515625,86,1379,,,,,
1459.56396484375,297.8563232421875,1161.7076416015625,86,1389,,,,,
,,,86,1391,1709.4373779296875,721.8961791992188,,,
,,,86,1391,,,2108.7900390625,936.5646362304688,1172.225341796875
2039.5419921875,913.7417602539062,1125.80029296875,87,1399,,,,,
,,,87,1407,4380.0751953125,3039.449951171875,,,
,,,87,1407,,,6231.27783203125,5162.35498046875,1068.9237060546875
3855.8876953125,2421.1328125,1434.7550048828125,88,1409,,,,,
3074.712890625,1475.4176025390625,1599.29541015625,88,1419,,,,,
,,,88,1423,3546.999755859375,1919.2706298828125,,,
,,,88,1423,,,2766.498779296875,1157.8831787109375,1608.615478515625
2292.580078125,710.923828125,1581.6561279296875,89,1429,,,,,
1489.6575927734375,210.90560913085938,1278.751953125,89,1439,,,,,
,,,89,1439,2028.1123046875,757.1287231445312,,,
,,,89,1439,,,2605.8271484375,1062.7657470703125,1543.0611572265625
1991.60693359375,916.1805419921875,1075.4263916015625,90,1449,,,,,
,,,90,1455,6173.12109375,5350.60205078125,,,
,,,90,1455,,,2328.486572265625,1185.3123779296875,1143.1744384765625
1430.084228515625,667.1312255859375,762.9530029296875,91,1459,,,,,
1501.8642578125,901.729736328125,600.134521484375,91,1469,,,,,
,,,91,1471,2603.676513671875,2123.71630859375,,,
,,,91,1471,,,1450.9088134765625,699.9324951171875,750.9762573242188
1364.29541015625,781.8037719726562,582.4916381835938,92,1479,,,,,
,,,92,1487,838.0752563476562,450.11505126953125,,,
,,,92,1487,,,1301.694091796875,761.648193359375,540.0458984375
773.3796997070312,231.62940979003906,541.7503051757812,93,1489,,,,,
671.5787353515625,260.915771484375,410.6629638671875,93,1499,,,,,
,,,93,1503,2065.162353515625,1630.4970703125,,,
,,,93,1503,,,878.62158203125,415.18145751953125,463.4400329589844
1597.215087890625,1010.23193359375,586.983154296875,94,1509,,,,,
408.8287048339844,0.0,408.8287048339844,94,1519,,,,,
,,,94,1519,1052.8140869140625,531.5410766601562,,,
,,,94,1519,,,2097.671630859375,1562.28173828125,535.3895874023438
609.625732421875,101.82372283935547,507.802001953125,95,1529,,,,,
,,,95,1535,900.7583618164062,541.4343872070312,,,
,,,95,1535,,,1065.3504638671875,515.8446044921875,549.5057983398438
1803.5904541015625,1357.74560546875,445.8448791503906,96,1539,,,,,
1309.4874267578125,915.6843872070312,393.8030090332031,96,1549,,,,,
,,,96,1551,1182.7674560546875,945.2854614257812,,,
,,,96,1551,,,1059.48486328125,658.4195556640625,401.06536865234375
618.466796875,289.5179748535156,328.9488525390625,97,1559,,,,,
,,,97,1567,696.9080200195312,484.9246826171875,,,
,,,97,1567,,,732.8592529296875,388.5691833496094,344.2901611328125
643.6951293945312,334.5777587890625,309.11737060546875,98,1569,,,,,
472.4425964355469,63.380088806152344,409.0625,98,1579,,,,,
,,,98,1583,872.2697143554688,618.6526489257812,,,
,,,98,1583,,,698.2042236328125,325.0791320800781,373.1250915527344
876.3529052734375,529.7063598632812,346.64654541015625,99,1589,,,,,
330.84881591796875,0.0,330.84881591796875,99,1599,,,,,
,,,99,1599,618.6107177734375,398.5276184082031,,,
,,,99,1599,,,696.2445068359375,342.4549865722656,353.78961181640625
